Open_Recalls,Recall_status,Name_of_Recall,Campaign_NHTSA,Date_of_recall_announcement,Brief_Description,Safety_Risk,Remedy,Vim_ID,Time_Stamp
Yes,Incomplete,FUEL TANK DEFORMATION,18V735,2018-10-22,"ON YOUR VEHICLE, THE PCM SOFTWARE MAY NOT ADEQUATELY DETECT A STUCK-OPEN CANISTER PURGE VALVE (CPV) WITHIN THE FUEL VAPOR SYSTEM. IF THE CPV MALFUNCTIONS AND STICKS OPEN, IT CAN LEAD TO EXCESSIVE VACUUM IN THE FUEL VAPOR SYSTEM, POTENTIALLY DEFORMING THE PLASTIC FUEL TANK. THIS CAN CAUSE THE FOLLOWING SYMPTOMS: ILLUMINATED MALFUNCTION INDICATOR LAMP (MIL) WITH CERTAIN DIAGNOSTIC TROUBLE CODES (DTCS) INACCURATE OR ERRATIC FUEL GAUGE INDICATION INACCURATE DISTANCE TO EMPTY (DTE) ENGINE STALL AND/OR OTHER DRIVABILITY CONCERNS RELATED TO STUCK OPEN CPV","THIS MAY RESULT IN AN ENGINE STALL WHILE DRIVING WITHOUT WARNING OR WITHOUT THE ABILITY TO RESTART, AND CAN INCREASE THE RISK OF A CRASH.","PARTS AND SOFTWARE ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO UPDATE YOUR VEHICLE S PCM SOFTWARE, CHECK FOR DTCS OR OTHER EVIDENCE OF A LEAKING CPV, AND PERFORM ANY ADDITIONAL REQUIRED REPAIRS AS REQUIRED, FREE OF CHARGE (PARTS AND LABOR).IF YOU INSTALLED A FORD PERFORMANCE CALIBRATION ON YOUR 2013-2018 FOCUS ST, YOU MUST STILL HAVE THIS SAFETY RECALL PERFORMED. YOU MAY CONTACT FORD PERFORMANCE TO OBTAIN AN UPDATED FORD PERFORMANCE CALIBRATION FOR YOUR VEHICLE AFTER THIS RECALL HAS BEEN COMPLETED.CONTACT THE FORD PERFORMANCE TECHLINE BY CALLING 800-367-3788 OR ONLINE HTTPS://PERFORMANCEPARTS.FORD.COM/CONTACT-US",1FAHP3N2XCL267875,2023-03-06 23:51:19.452710
Yes,Incomplete,CLOCKSPRING TO DRIVER SIDE FRONTAL AIR BAG WIRE HARNESS REPLACEMENT,11V107000,2011-02-23,"FORD IS RECALLING CERTAIN MODEL YEAR 2004-2006 F-150 PICK UP TRUCKS AS WELL AS CERTAIN MODEL YEAR 2006 LINCOLN MARK LT VEHICLES. IF THE CLOCKSPRING JUMPER WIRE COMES IN CONTACT WITH THE DRIVER SIDE FRONTAL AIR BAG LOWER HORN PLATE, THE WIRE INSULATION MAY BECOME CHAFED, CREATING A POTENTIAL FOR A SHORT CIRCUIT.  IF THIS OCCURS THE AIR BAG WARNING LAMP MAY ILLUMINATE INDICATING THAT SERVICE IS REQUIRED.",THE DRIVER SIDE FRONTAL AIR BAG COULD INADVERTENTLY DEPLOY INCREASING THE RISK OF INJURY OR LOSS OF VEHICLE CONTROL IF OCCURRING WHILE IN MOTION.,"FORD WILL NOTIFY OWNERS AND INSTRUCT THEM TO TAKE THEIR VEHICLES TO A FORD OR LINCOLN/MERCURY DEALER TO HAVE A NEW CLOCKSPRING JUMPER WIRE INSTALLED THAT INCORPORATES A PROTECTIVE MESH COVER.  REPAIRS WILL BE PERFORMED FREE OF CHARGE.  THIS SAFETY RECALL BEGAN ON SOME VEHICLES IN MARCH 2011.  THE RECALL CAMPAIGN ON THE EXPANDED POPULATION IS EXPECTED TO BEGIN ON OR ABOUT MAY 9, 2011.   OWNERS MAY CONTACT THE FORD MOTOR COMPANY CUSTOMER RELATIONSHIP CENTER AT 1-866-436-7332.",1ftrx12wx5nb54378,2023-03-06 23:51:19.472680
No,,,,,,,,1ZVBP8CF1C5228032,2023-03-06 23:51:19.475848
Yes,,,,,,,,1FMCU9J92EUC68045,2023-03-06 23:51:19.766336
No,,,,,,,,1fmhk8d81bga92270,2023-03-06 23:51:19.769715
No,,,,,,,,1FMCU9GD5JUC99800,2023-03-06 23:51:19.775631
No,,,,,,,,1FTEW1EPXJKE34562,2023-03-06 23:51:19.780951
No,,,,,,,,1ZVHT82H685155756,2023-03-06 23:51:19.814997
Yes,,,,,,,,1fa6p8thxg5221484,2023-03-06 23:51:19.816755
No,,,,,,,,1FMPU18L83LA04397,2023-03-06 23:51:19.820293
No,,,,,,,,1FTRX17232NA10236,2023-03-06 23:51:19.897380
Yes,Incomplete,DRIVER AIRBAG INFLATOR REPLACEMENT,21V158,2021-03-25,DRIVER AIRBAG INFLATOR REPLACEMENT,"THE DRIVER AIRBAG INFLATOR IN YOUR VEHICLE MAY EXPLODE IN THE EVENT OF A CRASH THAT CAUSES DEPLOYMENT OF THE DRIVER AIRBAG. IF AN AIRBAG INFLATOR EXPLODES, SHARP METAL FRAGMENTS COULD STRIKE THE DRIVER OR OTHER OCCUPANTS CAUSING SERIOUS INJURY OR DEATH.","FORD MOTOR COMPANY IS WORKING CLOSELY WITH ITS SUPPLIERS TO PRODUCE PARTS FOR THIS REPAIR. WHEN PARTS BECOME AVAILABLE IN SUFFICIENT QUANTITIES, OWNERS WILL BE NOTIFIED BY MAIL AND INSTRUCTED TO TAKE THEIR VEHICLE TO A FORD OR LINCOLN DEALER TO HAVE THE DRIVER AIRBAG INFLATOR REPLACED. THERE WILL BE NO CHARGE FOR THIS SERVICE.",1FTZR45E07PA11042,2023-03-06 23:51:21.245804
Yes,Incomplete,REAR TOE LINK BALL JOINT INSPECTION,20V675,2020-10-30,OUR RECORDS INDICATE THAT A FORD SAFETY RECALL WAS PREVIOUSLY PERFORMED ON YOUR VEHICLE TO REPLACE THE REAR SUSPENSION TOE LINKS.  ASSESSMENT OF FIELD DATA INDICATES THAT THE BALL JOINT USED TO ATTACH THE REAR TOE LINK MAY BE SUSCEPTIBLE TO SEIZING IN CERTAIN HIGH CORROSION AREAS.  A SEIZED TOE LINK BALL JOINT CAN INCREASE BENDING STRESSES IN THE TOE LINK AND POTENTIALLY LEAD TO A FRACTURE.,"REAR TOE LINK FRACTURE WHILE DRIVING COULD RESULT IN UNUSUAL VEHICLE HANDLING CHARACTERISTICS, OR DIFFICULTY CONTROLLING THE VEHICLE AND MAY INCREASE THE RISK OF A CRASH.","FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO INSPECT BOTH REAR TOE LINK BALL JOINTS AND, IF NECESSARY, REPLACE THE REAR WHEEL KNUCKLE(S), AND ADJUST REAR TOE FREE OF CHARGE (PARTS AND LABOR).",1FM5K7F82FGA89653,2023-03-06 23:51:21.252404
No,,,,,,,,1ZVBP8AN7A5181323,2023-03-06 23:51:21.263294
No,,,,,,,,1ftpw14575fa91152,2023-03-06 23:51:21.352180
No,,,,,,,,1fadp3k22Gl231462,2023-03-06 23:51:21.609279
No,,,,,,,,1ftex1cm9efb01046,2023-03-06 23:51:21.612299
No,,,,,,,,1FTEW1E55LFC22226,2023-03-06 23:51:21.620686
No,,,,,,,,1fmzu84p01ub25149,2023-03-06 23:51:21.623687
No,,,,,,,,1FATP8UHXK5179294,2023-03-06 23:51:21.634635
No,,,,,,,,1fmhk8d82cga89234,2023-03-06 23:51:21.640170
Yes,Incomplete,CLOCKSPRING TO DRIVER SIDE FRONTAL AIR BAG WIRE HARNESS REPLACEMENT,11V107000,2011-02-23,"FORD IS RECALLING CERTAIN MODEL YEAR 2004-2006 F-150 PICK UP TRUCKS AS WELL AS CERTAIN MODEL YEAR 2006 LINCOLN MARK LT VEHICLES. IF THE CLOCKSPRING JUMPER WIRE COMES IN CONTACT WITH THE DRIVER SIDE FRONTAL AIR BAG LOWER HORN PLATE, THE WIRE INSULATION MAY BECOME CHAFED, CREATING A POTENTIAL FOR A SHORT CIRCUIT.  IF THIS OCCURS THE AIR BAG WARNING LAMP MAY ILLUMINATE INDICATING THAT SERVICE IS REQUIRED.",THE DRIVER SIDE FRONTAL AIR BAG COULD INADVERTENTLY DEPLOY INCREASING THE RISK OF INJURY OR LOSS OF VEHICLE CONTROL IF OCCURRING WHILE IN MOTION.,"FORD WILL NOTIFY OWNERS AND INSTRUCT THEM TO TAKE THEIR VEHICLES TO A FORD OR LINCOLN/MERCURY DEALER TO HAVE A NEW CLOCKSPRING JUMPER WIRE INSTALLED THAT INCORPORATES A PROTECTIVE MESH COVER.  REPAIRS WILL BE PERFORMED FREE OF CHARGE.  THIS SAFETY RECALL BEGAN ON SOME VEHICLES IN MARCH 2011.  THE RECALL CAMPAIGN ON THE EXPANDED POPULATION IS EXPECTED TO BEGIN ON OR ABOUT MAY 9, 2011.   OWNERS MAY CONTACT THE FORD MOTOR COMPANY CUSTOMER RELATIONSHIP CENTER AT 1-866-436-7332.",1ftpw12535fa13518,2023-03-06 23:51:21.645253
Yes,Incomplete,BRAKE BOOSTER VACUUM HOSE REPLACEMENT,08V208000,2008-05-07,"FORD IS RECALLING 605,684 MY 2005-2006 F-150 AND LINCOLN MARK LT VEHICLES EQUIPPED WITH 5.4L 3-VALVE ENGINES.  THE BRAKE BOOSTER VACUUM SUPPLY HOSE ATTACHED TO THE INTAKE MANIFOLD FITTING MAY SWELL OVER TIME AND LOSE RETENTION FORCE.  THIS CONDITION COULD ALLOW THE HOSE TO BECOME DETACHED FROM THE FITTING DURING AN INTAKE MANIFOLD BACKFIRE.  SHOULD THE HOSE DETACH FROM THE INTAKE MANIFOLD, SEVERAL BRAKE APPLICATIONS WITH POWER ASSIST WILL BE AVAILABLE BEFORE THE VACUUM RESERVE IS DEPLETED.","ONCE THE BRAKE BOOSTER VACUUM RESERVE IS DEPLETED, THE DRIVER WILL HAVE FOUNDATION BRAKE FUNCTION, BUT WITH INCREASED BRAKE PEDAL EFFORT.  REDUCED VEHICLE BRAKING COULD LEAD TO A CRASH.","DEALERS WILL REPLACE A RUBBER HOSE ON THE BRAKE BOOSTER VACUUM SUPPLY TUBE ASSEMBLY.  THE RECALL BEGAN ON JUNE 27, 2008.  OWNERS MAY CONTACT FORD AT 1-866-436-7332.",1ftpw12535fa13518,2023-03-06 23:51:21.649458
No,,,,,,,,1FM5K8D85HGC54994,2023-03-06 23:51:21.676789
Yes,Incomplete,DRIVER AIRBAG INFLATOR REPLACEMENT,21V158,2021-03-25,DRIVER AIRBAG INFLATOR REPLACEMENT,"THE DRIVER AIRBAG INFLATOR IN YOUR VEHICLE MAY EXPLODE IN THE EVENT OF A CRASH THAT CAUSES DEPLOYMENT OF THE DRIVER AIRBAG. IF AN AIRBAG INFLATOR EXPLODES, SHARP METAL FRAGMENTS COULD STRIKE THE DRIVER OR OTHER OCCUPANTS CAUSING SERIOUS INJURY OR DEATH.","FORD MOTOR COMPANY IS WORKING CLOSELY WITH ITS SUPPLIERS TO PRODUCE PARTS FOR THIS REPAIR. WHEN PARTS BECOME AVAILABLE IN SUFFICIENT QUANTITIES, OWNERS WILL BE NOTIFIED BY MAIL AND INSTRUCTED TO TAKE THEIR VEHICLE TO A FORD OR LINCOLN DEALER TO HAVE THE DRIVER AIRBAG INFLATOR REPLACED. THERE WILL BE NO CHARGE FOR THIS SERVICE.",1FTKR1AD4BPA53381,2023-03-06 23:51:22.932461
Yes,Incomplete,PASSENGER AIRBAG INFLATOR REPLACEMENT PARTS ARE READILY AVAILABLE,19V001,2019-01-28,THE PASSENGER AIRBAG INFLATOR IN YOUR VEHICLE MAY EXPLODE IN THE EVENT OF A CRASH THAT CAUSES DEPLOYMENT OF THE PASSENGER AIRBAG.,"IF AN INFLATOR EXPLODES, SHARP METAL FRAGMENTS COULD STRIKE THE PASSENGER OR OTHER OCCUPANTS, CAUSING SERIOUS INJURY OR DEATH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. DEALERS WILL REPLACE THE PASSENGER AIRBAG INFLATOR FREE OF CHARGE.,1FTKR1AD4BPA53381,2023-03-06 23:51:22.934931
No,,,,,,,,1FM5K8F81JGA96396,2023-03-06 23:51:22.927461
No,,,,,,,,1ZVFT80N175358276,2023-03-06 23:51:22.939714
Yes,Incomplete,LUGGAGE COMPARTMENT LID WIRING INSPECTION AND REAR VIEW CAMERA IMPROPER FUNCTION,22V082,2022-02-16,"ON YOUR VEHICLE, THE REAR VIEW CAMERA COULD INTERMITTENTLY DISPLAY A BLANK OR DISTORTED IMAGE.",".A REAR VIEW CAMERA THAT INTERMITTENTLY DISPLAYS A BLANK OR DISTORTED IMAGE MAY REDUCE THE DRIVERS VIEW OF WHAT IS BEHIND THE VEHICLE, INCREASING THE RISK OF A CRASH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE FOR ALL MY2016-2017 AND A LIMITED NUMBER OF MY2015 2015MY OWNERS WILL RECEIVE A PARTS AVAILABLE OWNER LETTER ADVISING THEM TO SCHEDULE A SERVICE APPOINTMENT. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO INSPECT AND REPAIR THE LUGGAGE COMPARTMENT LID WIRING HARNESS AS NECESSARY FREE OF CHARGE PARTS AND LABOR.,1FA6P8CF9H5246408,2023-03-06 23:51:22.945699
Yes,Incomplete,TRANSMISSION SHIFTER CABLE BUSHING,#22V413,2022-06-10,"ON YOUR VEHICLE, IT MAY BE POSSIBLE THE TRANSMISSION SHIFTER CABLE BUSHING IS DAMAGED OR MISSING.","A DAMAGED OR MISSING BUSHING COULD PREVENT THE SHIFTER FROM MOVING THE TRANSMISSION INTO THE INTENDED GEAR POSITION AND CAUSE THE VEHICLE TO MOVE IN AN UNEXPECTED DIRECTION.  THE TRANSMISSION MAY NOT BE IN THE PARK POSITION, EVEN THOUGH THE SHIFTER POSITION INDICATES THAT THE VEHICLE WAS SHIFTED TO PARK. EXITING A VEHICLE WITHOUT THE TRANSMISSION IN THE PARK POSITION AND WITHOUT THE APPLICATION OF THE PARKING BRAKE MAY ALLOW THE VEHICLE TO ROLL, INCREASING THE RISK OF INJURY OR CRASH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE THE SHIFTER CABLE BUSHING AND PROTECTIVE CAP FREE OF CHARGE PARTS AND LABOR.,1FMCU9GX5GUB10274,2023-03-06 23:51:23.199421
No,,,,,,,,1ftyr10u43pa88354,2023-03-06 23:51:23.212349
No,,,,,,,,1FA6P8CF8K5102274,2023-03-06 23:51:23.208082
No,,,,,,,,1FMYU03181KC21309,2023-03-06 23:51:23.228771
No,,,,,,,,1FTRF12W95NB32276,2023-03-06 23:51:23.218610
Yes,Incomplete,TRANSMISSION SHIFTER CABLE BUSHING,#22V413,2022-06-10,"ON YOUR VEHICLE, IT MAY BE POSSIBLE THE TRANSMISSION SHIFTER CABLE BUSHING IS DAMAGED OR MISSING.","A DAMAGED OR MISSING BUSHING COULD PREVENT THE SHIFTER FROM MOVING THE TRANSMISSION INTO THE INTENDED GEAR POSITION AND CAUSE THE VEHICLE TO MOVE IN AN UNEXPECTED DIRECTION.  THE TRANSMISSION MAY NOT BE IN THE PARK POSITION, EVEN THOUGH THE SHIFTER POSITION INDICATES THAT THE VEHICLE WAS SHIFTED TO PARK. EXITING A VEHICLE WITHOUT THE TRANSMISSION IN THE PARK POSITION AND WITHOUT THE APPLICATION OF THE PARKING BRAKE MAY ALLOW THE VEHICLE TO ROLL, INCREASING THE RISK OF INJURY OR CRASH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE THE SHIFTER CABLE BUSHING AND PROTECTIVE CAP FREE OF CHARGE PARTS AND LABOR.,1FMCU0F75DUB54901,2023-03-06 23:51:23.236897
Yes,Incomplete,SIDE DOOR LATCH REPLACEMENT,16V643,2016-09-02,"A DOOR LATCH WITH A FRACTURED PAWL SPRING TAB TYPICALLY RESULTS IN A ""DOOR WILL NOT CLOSE"" CONDITION.  A DOOR THAT OPENS WHILE DRIVING INCREASES THE RISK OF INJURY.  AS OF 9/2/16, FORD'S INVESTIGATION INTO THIS CONCERN HAS IDENTIFIED A TOTAL OF ONE ALLEGED ACCIDENT AND THREE ALLEGED INJURIES THAT FORD BELIEVES MAY BE RELATED.  ONE ALLEGED INJURY WAS TO AN OCCUPANT'S ARM FROM A DOOR THAT REPORTEDLY OPENED AND BOUNCED BACK.  ANOTHER INJURY INVOLVED A DRIVER WHO ALLEGED HER HAND WAS INJURED WHEN TRYING TO GRAB A DOOR THAT OPENED.  THE THIRD INJURY WAS TO AN OCCUPANT WHO ALLEGEDLY RECEIVED SCRATCHES FROM A REAR DOOR THAT OPENED WHILE DRIVING.  FORD HAS NO FURTHER INFORMATION RELATING TO THESE REPORTS. THE ALLEGED ACCIDENT OCCURRED AFTER THE DRIVER'S DOOR REPORTEDLY OPENED IN A PARKING LOT AND RESULTED IN BUMPER DAMAGE, BUT FORD HAS NO ADDITIONAL INFORMATION.","A DOOR LATCH WITH A FRACTURED PAWL SPRING TAB TYPICALLY RESULTS IN A ""DOOR WILL NOT CLOSE"" CONDITION.  A DOOR THAT OPENS WHILE DRIVING INCREASES THE RISK OF INJURY.","OWNERS WILL BE NOTIFIED BY MAIL AND INSTRUCTED TO TAKE THEIR VEHICLE TO A FORD OR LINCOLN DEALER TO HAVE ALL AFFECTED DOOR LATCHES REPLACED WITH A MORE ROBUST SERVICE PART.  THERE WILL BE NO CHARGE FOR THIS SERVICE.  PARTS AVAILABILITY IS PRESENTLY VERY LIMITED.  IT IS RECOGNIZED THAT CERTAIN FACTORS AFFECT THE RATE OF REPORTS AND MAY BE USED IN PRIORITIZING THE PHASED MAILING OF REMEDY NOTIFICATIONS AS PARTS BECOME AVAILABLE.  FORD PROVIDED THE GENERAL REIMBURSEMENT PLAN FOR THE COST OF REMEDIES PAID FOR BY VEHICLE OWNERS PRIOR TO NOTIFICATION OF A SAFETY RECALL TO THE AGENCY IN FEBRUARY 2015.  THE ENDING DATE FOR REIMBURSEMENT ELIGIBILITY IS OCTOBER 31, 2016.  FORD WILL FORWARD A COPY OF THE NOTIFICATION LETTERS TO DEALERS TO THE AGENCY WHEN AVAILABLE.",1FMCU0F75DUB54901,2023-03-06 23:51:23.242772
Yes,Incomplete,RESTRAINTS CONTROL MODULE REPLACEMENT,14V597,2014-09-25,"AFFECTED VEHICLES ARE EQUIPPED WITH RESTRAINT CONTROL MODULES RCMS THAT MAY EXPERIENCE AN INTERNAL ELECTRICAL SHORT CIRCUIT.  IF A SHORT CIRCUIT OCCURS, THE AIRBAG WARNING LAMP WOULD ILLUMINATE.  DEPENDING ON THE LOCATION OF THE SHORT CIRCUIT THE DEPLOYABLE RESTRAINT SYSTEMS E.G. AIR BAGS. PRETENSIONERS SIDE CURTAINS MAY NOT FUNCTION AS INTENDED IN THE EVENT OF A CRASH INCREASING THE RISK OF INJURY.  THE SHORT MAY ALSO AFFECT THE FUNCTION OF OTHER SYSTEMS THAT USE INTERNAL DATA FROM THE RCM E.G. STABILITY CONTROL.  IN THESE CASES THE CORRESPONDING MALFUNCTION INDICATOR LAMPS WOULD ALSO BE ILLUMINATED. THESE VEHICLES ARE NOT PRODUCED IN VIN ORDER.  INFORMATION AS TO THE APPLICABILITY OF THIS ACTION TO SPECIFIC VEHICLES CAN BEST BE OBTAINED BY EITHER CALLING FORDS TOLL FREE LINE 1 866 436 7332 OR BY CONTACTING A LOCAL FORD OR LINCOLN DEALER WHO CAN OBTAIN SPECIFIC INFORMATION REGARDING THE VEHICLES FROM THE FORD ON LINE AUTOMOTIVE SERVICE INFORMATION SYSTEM OASIS DATABASE.","DEPENDING ON THE LOCATION OF THE SHORT CIRCUIT, THE DEPLOYABLE RESTRAINT SYSTEMS AND OTHER SYSTEMS THAT USE INERTIAL DATA FROM THE RCM MAY NOT FUNCTION AS INTENDED, INCREASING THE RISK OF INJURY. FORD IS NOT AWARE OF ANY ACCIDENT OR INJURY RELATED TO THIS CONDITION.","DEALERS WILL BE INSTRUCTED TO REPLACE THE RCM. THERE WILL BE NO CHARGE TO OWNERS FOR THIS SERVICE. AN INITIAL NOTIFICATION LETTER WILL BE MAILED TO ALL OWNERS THE WEEK OF NOVEMBER 10, 2014. DUE TO LIMITED PARTS AVAILABILITY, WE WILL INSTRUCT OWNERS TO CONTACT THEIR DEALER FOR SERVICE IF THEY HAVE AN ILLUMINATED AIRBAG WARNING INDICATOR. OWNERS WHO HAVE NOT ALREADY HAD THIS SERVICE PERFORMED WILL BE MAILED A FOLLOW-UP LETTER WHEN PARTS ARE AVAILABLE, ADVISING THEM TO SCHEDULE A SERVICE APPOINTMENT. IN ACCORDANCE WITH PART 573.13(D)(1), FORDS GENERAL REIMBURSEMENT PLAN FOR THE COST OF REMEDIES PAID FOR BY VEHICLE OWNERS PRIOR TO NOTIFICATION OF A SAFETY RECALL WAS PROVIDED TO THE AGENCY ON FEBRUARY 20, 2013. THE ENDING DATE FOR REIMBURSEMENT ELIGIBILITY FOR THE COST OF REMEDIES PAID FOR BY VEHICLE OWNERS PER FORD'S GENERAL REIMBURSEMENT PLAN IS NOVEMBER 30, 2014. FORD WILL UPLOAD A COPY OF THE NOTIFICATION LETTERS TO DEALERS ON NHTSA'S SAFERCAR.GOV WEBSITE WHEN AVAILABLE.",1FMCU0F75DUB54901,2023-03-06 23:51:23.246043
No,,,,,,,,1FTEW1E51JFA26555,2023-03-06 23:51:23.394560
No,,,,,,,,1ftrx17l3yka18260,2023-03-06 23:51:23.390536
No,,,,,,,,1FAFP31N07W172785,2023-03-06 23:51:24.468141
No,,,,,,,,1FA6P8CF7F5418187,2023-03-06 23:51:24.463691
No,,,,,,,,1FMRU1865XLB92112,2023-03-06 23:51:24.487498
No,,,,,,,,1FTYR15E33TA42748,2023-03-06 23:51:24.491750
No,,,,,,,,1FTPX12525NA45508,2023-03-06 23:51:24.771959
No,,,,,,,,1FTEX1EB4JKF85463,2023-03-06 23:51:24.778730
No,,,,,,,,1FTPX12V17FB88656,2023-03-06 23:51:24.797202
No,,,,,,,,1FTFW1CT1BFB95949,2023-03-06 23:51:24.800146
No,,,,,,,,1FTRW12W57FA06932,2023-03-06 23:51:24.835180
No,,,,,,,,1FAFP45X63F387843,2023-03-06 23:51:24.841475
No,,,,,,,,1FTFW1ET4EKD31113,2023-03-06 23:51:25.092938
No,,,,,,,,1FTCR14X6PPA93754,2023-03-06 23:51:25.099688
No,,,,,,,,1FMCU9EG9AKC96407,2023-03-06 23:51:26.103485
Yes,,,,,,,,1FTFW1ET2CFB39355,2023-03-06 23:51:26.115088
No,,,,,,,,1FAFP34N55W275421,2023-03-06 23:51:26.116747
Yes,Incomplete,LUGGAGE COMPARTMENT LID WIRING INSPECTION AND REAR VIEW CAMERA IMPROPER FUNCTION,22V082,2022-02-16,"ON YOUR VEHICLE, THE REAR VIEW CAMERA COULD INTERMITTENTLY DISPLAY A BLANK OR DISTORTED IMAGE.",".A REAR VIEW CAMERA THAT INTERMITTENTLY DISPLAYS A BLANK OR DISTORTED IMAGE MAY REDUCE THE DRIVERS VIEW OF WHAT IS BEHIND THE VEHICLE, INCREASING THE RISK OF A CRASH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE FOR ALL MY2016-2017 AND A LIMITED NUMBER OF MY2015 2015MY OWNERS WILL RECEIVE A PARTS AVAILABLE OWNER LETTER ADVISING THEM TO SCHEDULE A SERVICE APPOINTMENT. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO INSPECT AND REPAIR THE LUGGAGE COMPARTMENT LID WIRING HARNESS AS NECESSARY FREE OF CHARGE PARTS AND LABOR.,1FA6P8CF0F5304693,2023-03-06 23:51:26.127238
Yes,Incomplete,BRAKE STOP LAMPS REMAIN ON,22V011,2022-01-13,"THE BRAKE PEDAL STOP BUMPER ON SOME VEHICLES MAY DISINTEGRATE AND FALL OFF IN CERTAIN HIGH TEMPERATURE, HIGH HUMIDITY, AND HIGH SALINITY ENVIRONMENTS.","A MISSING BRAKE PEDAL STOP BUMPER WILL RESULT IN THE BRAKE STOP LAMPS REMAINING ON CONTINUOUSLY, EVEN WHEN THE BRAKE PEDAL IS NOT APPLIED, WHICH MAY CONFUSE OTHER DRIVERS AND INCREASE THE RISK OF A CRASH. ON AUTOMATIC TRANSMISSION VEHICLES, A MISSING BRAKE PEDAL BUMPER COULD ALLOW THE TRANSMISSION TO BE SHIFTED OUT OF THE PARK POSITION WITHOUT DEPRESSING THE BRAKE, WHICH MAY RESULT IN A VEHICLE ROLLAWAY, INCREASING THE RISK OF A CRASH.",FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE THE BRAKE PEDAL BUMPER FREE OF CHARGE PARTS AND LABOR.,1FA6P8CF0F5304693,2023-03-06 23:51:26.132798
Yes,Incomplete,SIDE DOOR LATCH REPLACEMENT,16V643,2016-09-02,"A DOOR LATCH WITH A FRACTURED PAWL SPRING TAB TYPICALLY RESULTS IN A ""DOOR WILL NOT CLOSE"" CONDITION.  A DOOR THAT OPENS WHILE DRIVING INCREASES THE RISK OF INJURY.  AS OF 9/2/16, FORD'S INVESTIGATION INTO THIS CONCERN HAS IDENTIFIED A TOTAL OF ONE ALLEGED ACCIDENT AND THREE ALLEGED INJURIES THAT FORD BELIEVES MAY BE RELATED.  ONE ALLEGED INJURY WAS TO AN OCCUPANT'S ARM FROM A DOOR THAT REPORTEDLY OPENED AND BOUNCED BACK.  ANOTHER INJURY INVOLVED A DRIVER WHO ALLEGED HER HAND WAS INJURED WHEN TRYING TO GRAB A DOOR THAT OPENED.  THE THIRD INJURY WAS TO AN OCCUPANT WHO ALLEGEDLY RECEIVED SCRATCHES FROM A REAR DOOR THAT OPENED WHILE DRIVING.  FORD HAS NO FURTHER INFORMATION RELATING TO THESE REPORTS. THE ALLEGED ACCIDENT OCCURRED AFTER THE DRIVER'S DOOR REPORTEDLY OPENED IN A PARKING LOT AND RESULTED IN BUMPER DAMAGE, BUT FORD HAS NO ADDITIONAL INFORMATION.","A DOOR LATCH WITH A FRACTURED PAWL SPRING TAB TYPICALLY RESULTS IN A ""DOOR WILL NOT CLOSE"" CONDITION.  A DOOR THAT OPENS WHILE DRIVING INCREASES THE RISK OF INJURY.","OWNERS WILL BE NOTIFIED BY MAIL AND INSTRUCTED TO TAKE THEIR VEHICLE TO A FORD OR LINCOLN DEALER TO HAVE ALL AFFECTED DOOR LATCHES REPLACED WITH A MORE ROBUST SERVICE PART.  THERE WILL BE NO CHARGE FOR THIS SERVICE.  PARTS AVAILABILITY IS PRESENTLY VERY LIMITED.  IT IS RECOGNIZED THAT CERTAIN FACTORS AFFECT THE RATE OF REPORTS AND MAY BE USED IN PRIORITIZING THE PHASED MAILING OF REMEDY NOTIFICATIONS AS PARTS BECOME AVAILABLE.  FORD PROVIDED THE GENERAL REIMBURSEMENT PLAN FOR THE COST OF REMEDIES PAID FOR BY VEHICLE OWNERS PRIOR TO NOTIFICATION OF A SAFETY RECALL TO THE AGENCY IN FEBRUARY 2015.  THE ENDING DATE FOR REIMBURSEMENT ELIGIBILITY IS OCTOBER 31, 2016.  FORD WILL FORWARD A COPY OF THE NOTIFICATION LETTERS TO DEALERS TO THE AGENCY WHEN AVAILABLE.",1FA6P8CF0F5304693,2023-03-06 23:51:26.134914
